County,Hospital City,Hospital Name,Hospital Zipcode,lon,lat,Hospital Address,Hospital Geoapify Category,Hospital Place ID,Source Hospital Name,Hospital Phone,Hospital Website
Mecklenburg County,Charlotte,Atrium Health Steele Creek,28273,-80.9929338989717,35.09907885,"Atrium Health Steele Creek, 13640 Steelecroft Parkway, Charlotte, NC 28273, United States of America","['healthcare', 'healthcare.hospital']",513a43863c8b3f54c0590004107fa98c4140f00102f9013c277f370000000092031a41747269756d204865616c746820537465656c6520437265656b,Atrium Health Steele Creek,,
Mecklenburg County,Charlotte,Ditesheim Cosmetic Surgery,28277,-80.8081418,35.0298009,"Ditesheim Cosmetic Surgery, 9336 Blakeney Centre Drive, Charlotte, NC 28277, United States of America","['healthcare', 'healthcare.hospital']",51f5616298b83354c059b5b31084d0834140f00103f9017593cd9b0000000092031a44697465736865696d20436f736d657469632053757267657279,Ditesheim Cosmetic Surgery,,
Mecklenburg County,Charlotte,Atrium Family Health Care,28211,-80.8016605,35.1744565,"Atrium Family Health Care, 309 South Sharon Amity Road, Charlotte, NC 28211, United States of America","['healthcare', 'healthcare.clinic_or_praxis.general', 'healthcare.hospital']",51ae7fd7674e3354c059ce50309754964140f00103f9010b529bd60100000092031941747269756d2046616d696c79204865616c74682043617265,Atrium Family Health Care,,
Mecklenburg County,Charlotte,Novant Health & Vascular Institute - Elizabeth (Cardio),28204,-80.8266875,35.2115458,"Novant Health & Vascular Institute - Elizabeth (Cardio), 125 Queens Road, Charlotte, NC 28204, United States of America","['healthcare', 'healthcare.clinic_or_praxis.cardiology', 'healthcare.hospital']",51c520b072e83454c0595b96c9ee139b4140f00103f90177e0b35a020000009203374e6f76616e74204865616c746820262056617363756c617220496e73746974757465202d20456c697a6162657468202843617264696f29,Novant Health & Vascular Institute - Elizabeth (Cardio),,
Mecklenburg County,Charlotte,No Name Given - Possible branch of main Hospital,28204,-80.8213626218013,35.211865700000004,"Park Drive, Charlotte, NC 28204, United States of America","['healthcare', 'healthcare.hospital']",51aa3cf20f913454c0590e3d70c7229b4140f00102f90149e5d82e00000000,,,
Mecklenburg County,Charlotte,No Name Given - Possible branch of main Hospital,28204,-80.83881690919891,35.210138,"1225 Harding Place, Charlotte, NC 28204, United States of America","['healthcare', 'healthcare.hospital']",517edf023cb03554c0595468bec7e89a4140f00102f90171547a3700000000,,,
Mecklenburg County,Charlotte,No Name Given - Possible branch of main Hospital,28277,-80.84322091849037,35.039286000000004,"Wayland Drive, Charlotte, NC 28277, United States of America","['healthcare', 'healthcare.hospital']",5138908ac7f83554c059853a49b009854140f00102f901eb360b4200000000,,,
Mitchell County,Spruce Pine,Blue Ridge Regional Hospital,28777,-82.06207583021586,35.91149025,"Blue Ridge Regional Hospital, 125 Hospital Drive, Spruce Pine, NC 28777, United States of America",['healthcare.hospital'],5101f12345f78354c0595c4266c3a9f44140f00102f901b497b41b0000000092031c426c756520526964676520526567696f6e616c20486f73706974616c,Blue Ridge Regional Hospital,+1 828 213 1111,http://www.mission-health.org/about-blue-ridge-regional-hospital.php
Montgomery County,Troy,FirstHealth Montgomery Memorial Hospital,27371,-79.89068811709583,35.3647651,"FirstHealth Montgomery Memorial Hospital, 420 Allen Street, Troy, NC 27371, United States of America","['healthcare', 'healthcare.hospital']",517d26bd9900f953c05911de5420b3ae4140f00102f901edf8c91b0000000092032846697273744865616c7468204d6f6e74676f6d657279204d656d6f7269616c20486f73706974616c,FirstHealth Montgomery Memorial Hospital,+1 910 571 5000,https://www.firsthealth.org/directory/hospitals-and-service-locations/firsthealth-montgomery-memorial-hospital
Moore County,Pinehurst,FirstHealth Moore Regional Hospital,28374,-79.45629907800082,35.2059281,"FirstHealth Moore Regional Hospital, 155 Memorial Drive, Pinehurst, NC 28374, United States of America","['healthcare', 'healthcare.hospital']",51eb8cf96b35dd53c059d3ba17a9589a4140f00102f901943348230000000092032346697273744865616c7468204d6f6f726520526567696f6e616c20486f73706974616c,FirstHealth Moore Regional Hospital,+1 910 715 1000,https://www.firsthealth.org/directory/hospitals-and-service-locations/firsthealth-moore-regional-hospital
Nash County,Rocky Mount,Nash General Hospital,27804,-77.85358505783486,35.976205449999995,"Nash General Hospital, 2460 Curtis Ellis Drive, Rocky Mount, NC 27804, United States of America","['healthcare', 'healthcare.hospital']",51f3b5d098a97653c0593cbe4f84f3fc4140f00102f901a1ba4d0d000000009203154e6173682047656e6572616c20486f73706974616c,Nash General Hospital,+1 252 962 8000,https://nhcs.org/hospitals/nash_general
Nash County,Rocky Mount,PAM Health Long-Term Acute Care Hospital,27804,-77.818865,35.975103,"PAM Health Long-Term Acute Care Hospital, 1051 Noell Lane, Rocky Mount, NC 27804, United States of America",['healthcare.hospital'],51b3b5be48687453c059e10ad32cd0fc4140f00103f901d9dca5850200000092032850414d204865616c7468204c6f6e672d5465726d204163757465204361726520486f73706974616c,PAM Health Long-Term Acute Care Hospital,+1 252 451 2300,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-of-Rocky-Mount
New Hanover County,Wilmington,New Hanover Regional Medical Center Orthopedic Hospital,28403,-77.86288092076006,34.21313755,"New Hanover Regional Medical Center Orthopedic Hospital, 5301 Wrightsville Avenue, Wilmington, NC 28403, United States of America","['healthcare', 'healthcare.hospital']",51fbef7579387753c0593935bae63d1b4140f00102f9019ccc5e17000000009203374e65772048616e6f76657220526567696f6e616c204d65646963616c2043656e746572204f7274686f706564696320486f73706974616c,New Hanover Regional Medical Center Orthopedic Hospital,+1 910 667 8100,https://www.nhrmc.org/locations/nhrmc-orthopedic-hospital
New Hanover County,Wilmington,New Hanover Regional Medical Center,28401,-77.92105615450585,34.205089099999995,"New Hanover Regional Medical Center, 2131 South 17th Street, Wilmington, NC 28401, United States of America","['healthcare', 'healthcare.hospital', 'wheelchair', 'wheelchair.yes']",51db9b325af87a53c059896ad7e3511a4140f00102f901346df714000000009203234e65772048616e6f76657220526567696f6e616c204d65646963616c2043656e746572,New Hanover Regional Medical Center,+1 910 343 7000,https://www.nhrmc.org/
New Hanover County,Wilmington,Wilmington Treatment Center,28401,-77.92946,34.194225,"Wilmington Treatment Center, 2520 Troy Drive, Wilmington, NC 28401, United States of America","['healthcare', 'healthcare.hospital']",512bbccb457c7b53c0593cb1625ddc184140f00103f901d1d4ed150000000092031b57696c6d696e67746f6e2054726561746d656e742043656e746572,Wilmington Treatment Center,+1 910 758 2023,https://www.wilmingtontreatment.com/
Onslow County,Jacksonville,Onslow Memorial Hospital,28546,-77.38533117976878,34.76247565,"Onslow Memorial Hospital, 317 Western Boulevard, Jacksonville, NC 28546, United States of America","['healthcare', 'healthcare.hospital']",51e71672ada95853c0599df4b07b9f614140f00102f901d1e8c119000000009203184f6e736c6f77204d656d6f7269616c20486f73706974616c,Onslow Memorial Hospital,+1 910 577 2345,https://www.onslow.org/
Onslow County,Marine Corps Base Camp Lejeune,Naval Medical Center Camp Lejeune,28547,-77.35937967553149,34.72133775,"Naval Medical Center Camp Lejeune, Marine Corps Base Camp Lejeune, NC 28547, United States of America","['access_limited', 'access_limited.private', 'healthcare', 'healthcare.hospital']",51cb639615f85653c05930b9ba185f5c4140f00102f9015d4ecd1b000000009203214e6176616c204d65646963616c2043656e7465722043616d70204c656a65756e65,Naval Medical Center Camp Lejeune,+1 910-450-4300,https://www.med.navy.mil/sites/nhcl/
Onslow County,Jacksonville,Brynn Marr Hospital,28546,-77.37497329498004,34.74639295,"Brynn Marr Hospital, Village Drive, Jacksonville, NC 28546, United States of America","['healthcare', 'healthcare.hospital']",511f3031d5fe5753c0591338dd30895f4140f00102f901b7744d29000000009203134272796e6e204d61727220486f73706974616c,Brynn Marr Hospital,,
Orange County,Chapel Hill,UNC Medical Center,27514,-79.050641782249,35.9050278,"UNC Medical Center, 101 Manning Drive, Chapel Hill, NC 27514, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",51724ace713cc353c059c2d1d660d8f34140f00101f90123f4040000000000920312554e43204d65646963616c2043656e746572,UNC Medical Center,+1 984 974 1000,http://www.uncmedicalcenter.org/
Orange County,Hillsborough,UNC Hospitals Hillsborough Campus,27278,-79.0909761262633,36.036918650000004,"UNC Hospitals Hillsborough Campus, 430 Waterstone Drive, Hillsborough, NC 27278, United States of America","['healthcare', 'healthcare.hospital']",518a0ea4b1cfc553c05989aff6a4b5044240f00102f9012434d02200000000920321554e4320486f73706974616c732048696c6c73626f726f7567682043616d707573,UNC Hospitals Hillsborough Campus,+1 984 215 2000,https://www.uncmedicalcenter.org/uncmc/hospitals-locations/profile/unc-hospitals-hillsborough-campus/
Orange County,Chapel Hill,N. C. Cancer Hospital,27599,-79.04944524666513,35.90390085,"N. C. Cancer Hospital, East Drive, Chapel Hill, NC 27599, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",51c96c32cc29c353c05993ee0148aff34140f00102f90141750e08000000009203154e2e20432e2043616e63657220486f73706974616c,N. C. Cancer Hospital,,
Orange County,Chapel Hill,Taylor Hall,27514,-79.0547917,35.9027654,"Taylor Hall, 109 Mason Farm Road, Chapel Hill, NC 27514, United States of America","['healthcare', 'healthcare.hospital']",51e6e50bb581c353c0594be40dd18df34140f00103f9013213a0550100000092030b5461796c6f722048616c6c,Taylor Hall,,
Pasquotank County,Elizabeth City,Sentara Albemarle Medical Center,27909,-76.21861903167705,36.32361625,"Sentara Albemarle Medical Center, 1144 North Road Street, Elizabeth City, NC 27909, United States of America","['healthcare', 'healthcare.hospital']",514437526bfe0d53c0591511c09768294240f00102f9011c0acf220000000092032053656e7461726120416c62656d61726c65204d65646963616c2043656e746572,Sentara Albemarle Medical Center,+1 252 335 0531,https://www.sentara.com/albemarle-north-carolina/hospitalslocations/locations/new-sentara-albemarle-medical-center.aspx
Pender County,Burgaw,Pender Memorial Hospital,28425,-77.91980848512868,34.5505574,"Pender Memorial Hospital, 507 East Freemont Street, Burgaw, NC 28425, United States of America","['healthcare', 'healthcare.hospital']",51dddf9c01dd7a53c059cd69c46e76464140f00102f901d958cf1b0000000092031850656e646572204d656d6f7269616c20486f73706974616c,Pender Memorial Hospital,+1 910 300 4000,https://www.nhrmc.org/locations/pender-memorial-hospital
Person County,Roxboro,Person Memorial Hospital,27573,-78.98524838272327,36.40848405,"Person Memorial Hospital, 615 Ridge Road, Roxboro, NC 27573, United States of America","['healthcare', 'healthcare.hospital']",51bdbd767610bf53c05924879ae44a344240f00102f901b6b6b71900000000920318506572736f6e204d656d6f7269616c20486f73706974616c,Person Memorial Hospital,+1 336 599 2121,https://www.personhospital.com/
Pitt County,Greenville,Vidant Medical Center,27835,-77.40290417027052,35.607598550000006,"Vidant Medical Center, 2100 Stantonsburg Road, Greenville, NC 27835, United States of America","['healthcare', 'healthcare.hospital']",510ab98876cd5953c059943a0575c0cd4140f00102f9019106d51b00000000920315566964616e74204d65646963616c2043656e746572,Vidant Medical Center,+1 252 847 4100,https://www.vidanthealth.com/medicalcenter/
Pitt County,Greenville,Vidant Cancer Care,27834,-77.40034719241888,35.60790085,"Vidant Cancer Care, 524 Moye Boulevard, Greenville, NC 27834, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",516552fb42a05953c05997807084cdcd4140f00102f90107e2602400000000920312566964616e742043616e6365722043617265,Vidant Cancer Care,+1 252 816 2273,
Pitt County,Greenville,James and Connie Maynard Children's Hospital,27834,-77.40473333706032,35.6060222,"James and Connie Maynard Children's Hospital, Stantonsburg Road, Greenville, NC 27834, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis.paediatrics', 'healthcare.hospital']",51ffc75e57e85953c059b4bbfd8090cd4140f00102f90104e260240000000092032c4a616d657320616e6420436f6e6e6965204d61796e617264204368696c6472656e277320486f73706974616c,James and Connie Maynard Children's Hospital,,
Pitt County,Greenville,East Carolina Heart Institute,27834,-77.40134486195498,35.607998699999996,"East Carolina Heart Institute, Moye Boulevard, Greenville, NC 27834, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis.cardiology', 'healthcare.hospital']",51cf4c6786b05953c059eee62a96d6cd4140f00102f90105e260240000000092031d45617374204361726f6c696e6120486561727420496e73746974757465,East Carolina Heart Institute,,
Polk County,Columbus,Saint Luke's Hospital,28722,-82.2125888081255,35.239498600000005,"Saint Luke's Hospital, 101 Hospital Drive, Columbus, NC 28722, United States of America","['healthcare', 'healthcare.hospital']",51d28f40199a8d54c05938f9cfaaaf9e4140f00102f901cac2b01b000000009203155361696e74204c756b65277320486f73706974616c,Saint Luke's Hospital,+1 828 894 3311,http://www.saintlukeshospital.com/
Randolph County,Asheboro,Randolph Health,27204,-79.81438339348169,35.7114241,"Randolph Health, 364 White Oak Street, Asheboro, NC 27204, United States of America","['healthcare', 'healthcare.hospital']",51676fdad41bf453c059f162928519db4140f00102f901682d08150000000092030f52616e646f6c7068204865616c7468,Randolph Health,+1 336 625 5151,http://www.randolphhospital.org/
Richmond County,Rockingham,First Health Richmond Memorial Hospital,28379,-79.74951311104653,34.93035985,"First Health Richmond Memorial Hospital, 925 South Long Drive, Rockingham, NC 28379, United States of America","['healthcare', 'healthcare.hospital']",515e5604e9f8ef53c0597a033e4514774140f00102f9013621202b000000009203274669727374204865616c746820526963686d6f6e64204d656d6f7269616c20486f73706974616c,First Health Richmond Memorial Hospital,,
Robeson County,Lumberton,Southeastern Regional Medical Center,28359,-79.01132503494614,34.637205949999995,"Southeastern Regional Medical Center, 300 West 27th Street, Lumberton, NC 28359, United States of America","['healthcare', 'healthcare.hospital']",516770e784bbc053c059e861edcb8e514140f00102f901e74b853a00000000920324536f7574686561737465726e20526567696f6e616c204d65646963616c2043656e746572,Southeastern Regional Medical Center,+1 910 671 5000,http://www.srmc.org/
Rockingham County,Eden,UNC Rockingham Health Care,27288,-79.73880188301777,36.49507585,"UNC Rockingham Health Care, 117 East Kings Highway, Eden, NC 27288, United States of America","['healthcare', 'healthcare.hospital']",518cca4a2647ef53c059da016898583f4240f00102f901baa9c91b0000000092031a554e4320526f636b696e6768616d204865616c74682043617265,UNC Rockingham Health Care,+1 336 623 9711,https://www.uncrockingham.org/
Rockingham County,Reidsville,Annie Penn Hospital,27320,-79.66747489409163,36.3537734,"Annie Penn Hospital, 618 South Main Street, Reidsville, NC 27320, United States of America","['healthcare', 'healthcare.hospital']",51b30d2178b7ea53c059612a4a4c452d4240f00102f901cdc0c91b00000000920313416e6e69652050656e6e20486f73706974616c,Annie Penn Hospital,+1 336 951 4000,https://www.conehealth.com/locations/annie-penn-hospital/
Rowan County,Salisbury,W. G. (Bill) Hefner Veterans Affairs Medical Center,28144,-80.4907533966859,35.68456975,"W. G. (Bill) Hefner Veterans Affairs Medical Center, 1601 Brenner Avenue, Salisbury, NC 28144, United States of America","['healthcare', 'healthcare.hospital']",510c5fbf446b1f54c059817b526c90d74140f00102f9014304f01400000000920333572e20472e202842696c6c29204865666e6572205665746572616e732041666661697273204d65646963616c2043656e746572,W. G. (Bill) Hefner Veterans Affairs Medical Center,704-638-9000,https://www.salisbury.va.gov/
Rowan County,Salisbury,Novant Health Rowan Medical Center,28144,-80.47113041650749,35.6816495,"Novant Health Rowan Medical Center, 612 Mocksville Avenue, Salisbury, NC 28144, United States of America","['healthcare', 'healthcare.hospital']",51ce40f4a9281e54c0598eec845e40d74140f00102f901aa39f014000000009203224e6f76616e74204865616c746820526f77616e204d65646963616c2043656e746572,Novant Health Rowan Medical Center,704-210-5000,https://www.novanthealth.org/rowan-medical-center.aspx
Rutherford County,Rutherfordton,Rutherford Regional Health System,28139,-81.9656609,35.3626207,"Rutherford Regional Health System, 288 South Ridgecrest Street, Rutherfordton, NC 28139, United States of America",['healthcare.hospital'],51aa216063cd7d54c05950fce65a6aae4140f00103f90125c0531500000000920321527574686572666f726420526567696f6e616c204865616c74682053797374656d,Rutherford Regional Health System,+1 828 286 5000,https://www.myrutherfordregional.com/
Rutherford County,Lake Lure,Blue Ridge Health - Lake Lure,28746,-82.1973193,35.4132635,"Blue Ridge Health - Lake Lure, 146 NC 9, Lake Lure, NC 28746, United States of America","['healthcare', 'healthcare.hospital']",51a71721e1a08c54c0591ce27fd1e5b44140f00103f9010e0d90380200000092031d426c7565205269646765204865616c7468202d204c616b65204c757265,Blue Ridge Health - Lake Lure,,https://www.brchs.com/directory/blue-ridge-health-lake-lure/
Rutherford County,Rutherfordton,No Name Given - Possible branch of main Hospital,28139,-81.96612805038902,35.36218475,"Henry Norris Road, Rutherfordton, NC 28139, United States of America","['healthcare', 'healthcare.hospital']",51f9bf985bd87d54c059fe9957675aae4140f00102f9014368ff2600000000,,,
Sampson County,Clinton,Sampson Regional Medical Center,28328,-78.32395442845943,35.00620175,"Sampson Regional Medical Center, 607 Beaman Street, Clinton, NC 28328, United States of America","['healthcare', 'healthcare.hospital']",512b429956bf9453c059fff67734cb804140f00102f901e7c4ce1b0000000092031f53616d70736f6e20526567696f6e616c204d65646963616c2043656e746572,Sampson Regional Medical Center,+1 910 592 8511,https://www.sampsonrmc.org/
Scotland County,Laurinburg,Scotland Memorial Hospital,28352,-79.46884571195173,34.75273785,"Scotland Memorial Hospital, 500 Lauchwood Drive, Laurinburg, NC 28352, United States of America","['healthcare', 'healthcare.hospital']",51e4a3d29e00de53c059f5edb1665c604140f00102f901dc2846230000000092031a53636f746c616e64204d656d6f7269616c20486f73706974616c,Scotland Memorial Hospital,+1 910 291 7000,https://www.scotlandhealth.org/
Stanly County,Albemarle,Carolinas Healthcare Center System - Stanly Regional Medical Center,28002,-80.19445208690968,35.3640747,"Carolinas Healthcare Center System - Stanly Regional Medical Center, 301 Yadkin Street, Albemarle, NC 28002, United States of America","['healthcare', 'healthcare.hospital']",513dfd1879720c54c059afb881c995ae4140f00102f901845d391a000000009203434361726f6c696e6173204865616c7468636172652043656e7465722053797374656d202d205374616e6c7920526567696f6e616c204d65646963616c2043656e746572,Carolinas Healthcare Center System - Stanly Regional Medical Center,+1 704 984 4000,http://www.stanly.org/
Stokes County,Danbury,Pioneer Community Hospital,27016,-80.23087740541283,36.418073,"Pioneer Community Hospital, 1570 Hospice Drive, Danbury, NC 27016, United States of America","['healthcare', 'healthcare.hospital', 'wheelchair', 'wheelchair.yes']",515d3b5099c60e54c0594956f6e680354240f00102f9017e6c61100000000092031a50696f6e65657220436f6d6d756e69747920486f73706974616c,Pioneer Community Hospital,+1 336 593 2831,http://www.pchstokes.com/
Surry County,Mount Airy,Northern Hospital of Surry County,27030,-80.61229627839566,36.48911485,"Northern Hospital of Surry County, 830 Rockford Street, Mount Airy, NC 27030, United States of America","['healthcare', 'healthcare.hospital', 'wheelchair', 'wheelchair.yes']",515fdfb80a312754c059cc4b15e8983e4240f00102f901d40eb51b000000009203214e6f72746865726e20486f73706974616c206f6620537572727920436f756e7479,Northern Hospital of Surry County,+1 336 719 7000,http://www.northernhospital.com/
Surry County,Elkin,Hugh Chatham Memorial Hospital,28621,-80.83910119260966,36.2618023,"Hugh Chatham Memorial Hospital, 180 Parkwood Drive, Elkin, NC 28621, United States of America","['healthcare', 'healthcare.hospital']",51858ce786ae3554c05921ce26d381214240f00102f901f318b51b0000000092031e48756768204368617468616d204d656d6f7269616c20486f73706974616c,Hugh Chatham Memorial Hospital,+1 336 527 7000,http://www.hughchatham.org/
Swain County,Bryson City,Swain County Hospital,28713,-83.44459147578522,35.43462065,"Swain County Hospital, 45 Plateau Street, Bryson City, NC 28713, United States of America","['healthcare', 'healthcare.hospital']",51df26360977dc54c059fc8af148a4b74140f00102f90168fcae1b00000000920315537761696e20436f756e747920486f73706974616c,Swain County Hospital,+1 828 488 2155,https://www.myswaincommunity.com/
Swain County,Yellowhill Community,ᏣᎳᎩ ᎠᏂᏴᏫᏯ ᎦᏂᎦᏙᎢ Cherokee Indian Hospital,28719,-83.32366994197079,35.483776500000005,"Cherokee Indian Hospital, 1 Hospital Road, Yellowhill Community, NC 28719, United States of America","['healthcare', 'healthcare.hospital']",51dd1d4362b5d454c059098ff87af3bd4140f00102f9010255482300000000920342e18fa3e18eb3e18ea920e18ea0e18f82e18fb4e18fabe18faf20e18ea6e18f82e18ea6e18f99e18ea220436865726f6b656520496e6469616e20486f73706974616c,ᏣᎳᎩ ᎠᏂᏴᏫᏯ ᎦᏂᎦᏙᎢ Cherokee Indian Hospital,+1-828-497-9163,http://cherokeehospital.org/
Swain County,Yellowhill Community,Unity Healing Center,28719,-83.31843782126506,35.4821818,"Unity Healing Center, 448 Sequoyah Trail, Yellowhill Community, NC 28719, United States of America","['healthcare', 'healthcare.hospital']",51a9c3f67662d454c059299a6e1abbbd4140f00102f9017591044100000000920314556e697479204865616c696e672043656e746572,Unity Healing Center,+1-828-497-3958,
Transylvania County,Brevard,Transylvania Regional Hospital,28712,-82.71182466295821,35.2560121,"Transylvania Regional Hospital, 260 Hospital Drive, Brevard, NC 28712, United States of America","['healthcare', 'healthcare.hospital']",51ffd9573c8dad54c059e259d928c4a04140f00102f901c28fb01b0000000092031e5472616e73796c76616e696120526567696f6e616c20486f73706974616c,Transylvania Regional Hospital,+1 828 884 9111,http://www.mission-health.org/about-transylvania-regional-hospital.php
Union County,Monroe,Carolinas Medical Center - Union,28112,-80.52226811412388,34.97545435,"Carolinas Medical Center - Union, 600 Hospital Drive, Monroe, NC 28112, United States of America","['healthcare', 'healthcare.hospital']",51d23f43596b2154c059620d69b7d17c4140f00102f901bf872c1a000000009203204361726f6c696e6173204d65646963616c2043656e746572202d20556e696f6e,Carolinas Medical Center - Union,+1 980 993 3100,http://www.carolinashealthcare.org/locations/carolinas-healthcare-system-union
Union County,Matthews,Atrium Health Union West,28104,-80.6756032011623,35.093936549999995,"Atrium Health Union West, 1000 Healing Way, Matthews, NC 28104, United States of America","['healthcare', 'healthcare.hospital']",51147428b03c2b54c0596cb4f6470c8c4140f00102f901db5d703d0000000092031841747269756d204865616c746820556e696f6e2057657374,Atrium Health Union West,,https://atriumhealth.org/locations/detail/atrium-health-union-west
Vance County,Henderson,Maria Parham Health,27536,-78.4494465,36.3308651,"Maria Parham Health, 566 Ruin Creek Road, Henderson, NC 27536, United States of America",['healthcare.hospital'],514eb340bbc39c53c0592e739fc9592a4240f00103f9013927a685020000009203134d617269612050617268616d204865616c7468,Maria Parham Health,+1 252 436 1100,https://www.mariaparham.com/
Wake County,Raleigh,Duke Raleigh Hospital,27609,-78.61794743373098,35.82859565,"Duke Raleigh Hospital, 3400 Wake Forest Road, Raleigh, NC 27609, United States of America","['healthcare', 'healthcare.hospital']",51c5dd7e1a8da753c0592ee4b1ca04ea4140f00102f901e168ae0b0000000092031544756b652052616c6569676820486f73706974616c,Duke Raleigh Hospital,+1 919 954 3000,https://www.dukehealth.org/hospitals/duke-raleigh-hospital/home
Wake County,Raleigh,WakeMed Health & Hospitals: Raleigh Campus,27610,-78.5882426603876,35.7826101,"WakeMed Health & Hospitals: Raleigh Campus, 3000 New Bern Avenue, Raleigh, NC 27610, United States of America","['healthcare', 'healthcare.hospital']",511192eac7a7a553c059774a6e9f36e44140f00102f90120d0cf0b0000000092032a57616b654d6564204865616c7468202620486f73706974616c733a2052616c656967682043616d707573,WakeMed Health & Hospitals: Raleigh Campus,+1 919 350 8000,https://www.wakemed.org/raleigh-campus
Wake County,Cary,WakeMed Cary Hospital,27512,-78.78147066245384,35.74039165,"WakeMed Cary Hospital, 1900 Kildaire Farm Road, Cary, NC 27512, United States of America","['healthcare', 'healthcare.hospital', 'wheelchair', 'wheelchair.yes']",5165c99b2205b253c0591e56898ec2de4140f00102f901efeaa9130000000092031557616b654d6564204361727920486f73706974616c,WakeMed Cary Hospital,+1 919 350 8000,https://www.wakemed.org/cary-hospital
Wake County,Raleigh,UNC REX Healthcare,27607,-78.7032625,35.8181161,"UNC REX Healthcare, 4420 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.hospital']",513480b74002ad53c059504f4207b8e84140f00103f90104d0531500000000920312554e4320524558204865616c746863617265,UNC REX Healthcare,+1 919 784 3100,http://www.rexhealth.com/
Wake County,Raleigh,WakeMed North Family Health & Women’s Hospital,27614,-78.59770630078972,35.9091397,"WakeMed North Family Health & Women’s Hospital, 10000 Falls of Neuse Road, Raleigh, NC 27614, United States of America","['healthcare', 'healthcare.hospital', 'wheelchair', 'wheelchair.yes']",5108ede2e442a653c059986094cf5af44140f00102f9018a5e58160000000092033057616b654d6564204e6f7274682046616d696c79204865616c7468202620576f6d656ee280997320486f73706974616c,WakeMed North Family Health & Women’s Hospital,+1 919 350 8000,https://www.wakemed.org/north
Wake County,Raleigh,Holly Hill Hospital,27610,-78.58398735132177,35.78293015,"Holly Hill Hospital, 3019 Falstaff Road, Raleigh, NC 27610, United States of America","['healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",51493146e95fa553c0590c56cddf39e44140f00102f9013bbccf0b00000000920313486f6c6c792048696c6c20486f73706974616c,Holly Hill Hospital,+1 919 250 7000,https://hollyhillhospital.com/
Wake County,Raleigh,Rex Healthcare of Wakfield,27614,-78.5412297,35.9475673,"Rex Healthcare of Wakfield, 11200 Governor Manly Way, Raleigh, NC 27614, United States of America",['healthcare.hospital'],51ee47e581a3a253c059ec8ca1e249f94140f00103f9018561aa660000000092031a526578204865616c746863617265206f662057616b6669656c64,Rex Healthcare of Wakfield,+1 919 570 7500,https://www.rexhealth.com/rh/hospitals-locations/profile/?id=277
Wake County,Garner,Strategic Behavioral Center - Garner,27529,-78.5614083,35.6780342,"Strategic Behavioral Center - Garner, 3200 Waterfield Drive, Garner, NC 27529, United States of America","['healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",51fd0c141deea353c059c3a61cd3c9d64140f00103f9010d76a68502000000920324537472617465676963204265686176696f72616c2043656e746572202d204761726e6572,Strategic Behavioral Center - Garner,+1 919 800 4400,https://sbcraleigh.com
Wake County,Raleigh,North Carolina Heart & Vascular Hospital,27607,-78.7033593,35.8193917,"North Carolina Heart & Vascular Hospital, 4420 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.hospital']",5199b5b9d603ad53c0599273c4d3e1e84140f00103f901ed4d3566020000009203284e6f727468204361726f6c696e6120486561727420262056617363756c617220486f73706974616c,North Carolina Heart & Vascular Hospital,(919) 784-3100,
Wake County,Raleigh,Rex Bariatrics,27607,-78.7010436,35.8150564,"Rex Bariatrics, 4207 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.hospital']",517cc4f9e5ddac53c0596697a2c453e84140f00103f9014d5035660200000092030e5265782042617269617472696373,Rex Bariatrics,(919) 784-7874,
Wake County,Raleigh,Triangle Disc Care,27607,-78.7017673,35.81502,"Triangle Disc Care, 4301 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.hospital']",51bdb964c1e9ac53c059c72f4a9352e84140f00103f901c70a366602000000920312547269616e676c6520446973632043617265,Triangle Disc Care,(919) 571-2515,
Wake County,Raleigh,Mid-Carolina Obstetrics & Gynecology,27607,-78.7010551,35.8173783,"Mid-Carolina Obstetrics & Gynecology, 4414 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.hospital']",516bcc3516deac53c059c9df24da9fe84140f00103f9014b253666020000009203244d69642d4361726f6c696e61204f62737465747269637320262047796e65636f6c6f6779,Mid-Carolina Obstetrics & Gynecology,(919) 781-5510,
Wake County,Raleigh,UNC REX Hospital Emergency Department,27607,-78.7037664,35.8184338,"UNC REX Hospital Emergency Department, 4420 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.hospital']",5184013a820aad53c05966dd5170c2e84140f00103f901b250366602000000920325554e432052455820486f73706974616c20456d657267656e6379204465706172746d656e74,UNC REX Hospital Emergency Department,(919) 784-1615,
